""	"LDD0R1"	"LDD0R2"	"LDD0R3"	"LDD10CF70R1"	"LDD10CF70R2"	"LDD10CF70R3"	"LDD10MHPR1"	"LDD10MHPR2"	"LDD10MHPR3"	"LDD10MLPR1"	"LDD10MLPR2"	"LDD10MLPR3"	"LDD10MR1"	"LDD10MR2"	"LDD10MR3"	"LDD10NUSR1"	"LDD10NUSR2"	"LDD10NUSR3"	"LDD10OKAR1"	"LDD10OKAR2"	"LDD10OKAR3"	"LDD10PKMR1"	"LDD10PKMR2"	"LDD10PKMR3"	"LDD10PR1"	"LDD10PR2"	"LDD10PR3"	"LDD10RIBR1"	"LDD10RIBR2"	"LDD10RIBR3"	"LDD10SBMR1"	"LDD10SBMR2"	"LDD10SBMR3"	"LDD5CF70R1"	"LDD5CF70R2"	"LDD5CF70R3"	"LDD5MHPR1"	"LDD5MHPR2"	"LDD5MHPR3"	"LDD5MLPR1"	"LDD5MLPR2"	"LDD5MLPR3"	"LDD5MR1"	"LDD5MR2"	"LDD5MR3"	"LDD5NUSR1"	"LDD5NUSR2"	"LDD5NUSR3"	"LDD5OKAR1"	"LDD5OKAR2"	"LDD5OKAR3"	"LDD5PKMR1"	"LDD5PKMR2"	"LDD5PKMR3"	"LDD5PR1"	"LDD5PR2"	"LDD5PR3"	"LDD5RIBR1"	"LDD5RIBR2"	"LDD5RIBR3"	"LDD5SBMR1"	"LDD5SBMR2"	"LDD5SBMR3"	"WTD0R1"	"WTD0R2"	"WTD0R3"	"WTD10CF70R1"	"WTD10CF70R2"	"WTD10CF70R3"	"WTD10MHPR1"	"WTD10MHPR2"	"WTD10MHPR3"	"WTD10MLPR1"	"WTD10MLPR2"	"WTD10MLPR3"	"WTD10MR1"	"WTD10MR2"	"WTD10MR3"	"WTD10NUSR1"	"WTD10NUSR2"	"WTD10NUSR3"	"WTD10OKAR1"	"WTD10OKAR2"	"WTD10OKAR3"	"WTD10PKMR1"	"WTD10PKMR2"	"WTD10PKMR3"	"WTD10PR1"	"WTD10PR2"	"WTD10PR3"	"WTD10RIBR1"	"WTD10RIBR2"	"WTD10RIBR3"	"WTD10SBMR1"	"WTD10SBMR2"	"WTD10SBMR3"	"WTD5CF70R2"	"WTD5CF70R3"	"WTD5MHPR1"	"WTD5MHPR2"	"WTD5MHPR3"	"WTD5MLPR1"	"WTD5MLPR2"	"WTD5MLPR3"	"WTD5MR1"	"WTD5MR2"	"WTD5MR3"	"WTD5NUSR1"	"WTD5NUSR2"	"WTD5NUSR3"	"WTD5OKAR1"	"WTD5OKAR2"	"WTD5OKAR3"	"WTD5PKMR1"	"WTD5PKMR2"	"WTD5PKMR3"	"WTD5PR1"	"WTD5PR2"	"WTD5PR3"	"WTD5RIBR1"	"WTD5RIBR2"	"WTD5RIBR3"	"WTD5SBMR1"	"WTD5SBMR2"	"WTD5SBMR3"
"LDD10PKMR3"	0.902225885980367	0.911512915301062	0.895129507731714	0.716592878613058	0.777559715022775	0.793764557783613	0.896132141378414	0.894850683670769	0.891851406731767	0.787352959108589	0.772780768148554	0.733951486383953	0.83587729552904	0.861710954567084	0.812062847102353	0.917721013170308	0.854293896775494	0.928507648790204	0.758996212446959	0.772385778817638	0.781046509191396	0.390674028029	0.401510075554459	0	0.804548247246614	0.832930917862458	0.82111978519501	0.663600893509773	0.732049364672513	0.717320871133604	0.844010523295391	0.819607342507381	0.829291370765356	0.881676923786099	0.878578664710627	0.87228490393788	0.907121846722167	0.937827430663436	0.917945350138869	0.878234269758563	0.778247448122959	0.85964407283703	0.857350343546513	0.86165151340974	0.861619772894931	0.848416988803574	0.860228623729112	0.896084651419174	0.896781930478226	0.87020600569658	0.880729677463954	0.878455107646555	0.874219423758307	0.805186349865574	0.819274683774237	0.836234376744809	0.790654376158654	0.838098068336718	0.864467583150832	0.853689602281597	0.85458593502503	0.858028469909984	0.858252178752634	0.966898462093053	0.965528326934818	0.96430400775296	0.767640966431786	0.717357462294516	0.755002482496315	0.952632228432307	0.95023600886525	0.921271893668687	0.883571666716017	0.76100628103271	0.774676277935113	0.936056645344621	0.941437831235589	0.938290144045022	0.934527184924364	0.890597961365516	0.932944428351646	0.764599499086009	0.824207247569932	0.801639854661865	0.643678221123122	0.676475263875573	0.585565310516306	0.725792715762533	0.782771832032142	0.757013559673667	0.734965170266738	0.722080102983807	0.749662810990716	0.866249058434409	0.895484903319207	0.917334366690028	0.957404376414024	0.956256096808385	0.950874497991278	0.952299896035202	0.952235832832375	0.939142128438187	0.887021023285089	0.929075499421903	0.94274336221422	0.936312328124937	0.959748091862173	0.962648138039487	0.93660131068287	0.917571917081015	0.928757662506751	0.914575876301526	0.924254138521915	0.874010498919925	0.830565335370082	0.863762479628909	0.903165369345111	0.875454227705081	0.862717884596175	0.906702664883568	0.903036268383092	0.929691672676126	0.919673620742852	0.93232569977233	0.93617113627672
"LDD10PR1"	0.922711669532964	0.930472234766465	0.928189066901534	0.831516899643928	0.848960724519665	0.837002383389011	0.74733437232984	0.814759601142156	0.810155088586507	0.599325153233766	0.609347995537202	0.684947597872534	0.841961572637193	0.766557672440493	0.733948071783393	0.883598888966543	0.873274203075981	0.887099048663132	0.807419969590997	0.792735514789282	0.818196104053118	0.78571403509907	0.803885579939661	0.804548247246614	0	0.359716649761799	0.362985703325616	0.67707693773947	0.788605713867215	0.823206946623411	0.789930255439395	0.687942441419122	0.774448646939726	0.873361231370524	0.751993017493191	0.824907123194208	0.744967920841273	0.923518154018753	0.925662312010687	0.781110362494511	0.713947298335811	0.747233861284055	0.897173951949756	0.89910026130774	0.898165545423093	0.875833154846514	0.84267724012844	0.862045581622403	0.885948767985376	0.886327873018797	0.859684573312466	0.88563234627706	0.891941719025732	0.880563844601389	0.702427431826592	0.53997693110783	0.637386555302168	0.867505060375447	0.895360529426941	0.860893464635113	0.891931979130518	0.893484281549284	0.904237156464908	0.968778361718112	0.966153972529664	0.958577694684169	0.845992099922128	0.790418393514297	0.805030751219237	0.908102093094952	0.854612474328969	0.884171267367497	0.817954850059498	0.823111265708527	0.819822048629128	0.843619233044548	0.872404495714245	0.8861952079481	0.949971692496977	0.905059325453674	0.946583746115876	0.823454085941849	0.808304070683363	0.803567353928769	0.782999200659619	0.77698933379998	0.790993749433577	0.748477186904609	0.717674806368934	0.759122807922931	0.779675368318261	0.818865948667998	0.860730826103177	0.833245616511088	0.859628526858579	0.906794967142022	0.940207821540157	0.911270644180969	0.932326505316361	0.901597510051267	0.932361059527782	0.882667369265169	0.871462763528117	0.882464833137012	0.933345601068069	0.931700008909314	0.942215429032395	0.940492304639518	0.939879875903111	0.938946206428056	0.931986298989117	0.927654701639124	0.935357917562065	0.905040854842201	0.879619554207265	0.884133091145574	0.883557741428734	0.834224876357006	0.826565130132357	0.911749464273432	0.901198184080356	0.929186859532773	0.896666886453555	0.841421306527646	0.92519680578067
"LDD10PR2"	0.951682369503018	0.958123199380631	0.957655288906122	0.858936404006537	0.905502532712004	0.87759443964345	0.945007583899755	0.938225541023997	0.941094264309834	0.621277660021514	0.587648621979615	0.70788782603728	0.943727032143104	0.94146499747048	0.942211196457862	0.943746908876943	0.941174460711998	0.948019231151747	0.86683264243594	0.848256229553692	0.859237075772917	0.836185296463979	0.849141881636334	0.832930917862458	0.359716649761799	0	0.574502878768088	0.862740219057493	0.832306972521897	0.869547147738356	0.896986018996099	0.877386770281958	0.883251277340778	0.951585165526374	0.950379705134025	0.947409877236258	0.945494469148432	0.95273622066964	0.95250281082704	0.822679214945194	0.687032789592642	0.768600288529244	0.94534685823209	0.946908067524175	0.9438333379456	0.94753398187406	0.948931048740402	0.948931468818637	0.93476157740161	0.9221058054432	0.927249881977912	0.947220225832069	0.945263939209983	0.946659162267371	0.741857702991204	0.478451139843498	0.648153476784563	0.927802597136472	0.94876468838844	0.946127375214444	0.934131145456184	0.935025166924393	0.941898431201398	0.969253180042564	0.966456686610333	0.963360210777227	0.864966303436351	0.845878388980948	0.866545129377722	0.950647281836057	0.94300720002762	0.94395589679478	0.791553182035099	0.838448477810797	0.776255180072581	0.942843082696642	0.939042332181915	0.947468209370828	0.961394141294958	0.955525824995442	0.957704848390042	0.853689404671461	0.873262724855699	0.862343165746464	0.806962744239647	0.800893943526492	0.850957923479296	0.734863636859487	0.658036555588573	0.734966413721654	0.84899515511862	0.839561210054326	0.861149028697204	0.900968401536626	0.917585288035136	0.942026861731626	0.9596649308265	0.960594923665736	0.951146324449132	0.953700967585314	0.950076810230139	0.864385536897272	0.861954556308688	0.874008811562663	0.955307681713001	0.951845897512044	0.960396377739625	0.961794313298405	0.960675810914228	0.960852416553835	0.951414363530407	0.95370676373862	0.955779461422177	0.953186964216252	0.926132799440401	0.947736401145475	0.873458110537889	0.809919895648221	0.82258656523763	0.951249189205739	0.937465874526978	0.954557017038097	0.945958251884064	0.948769337086382	0.954400874901836
"LDD10PR3"	0.918057436097164	0.939530546558084	0.929064421697657	0.855644746556827	0.849491993131824	0.867853698946212	0.653400676711248	0.785138705521475	0.784051466036905	0.640537732355568	0.5895686812528	0.646271870164882	0.81427758418845	0.740322478862229	0.638032537772755	0.87740399029591	0.871234551535246	0.873002599623479	0.819634090951876	0.738586701399678	0.839334226959627	0.789909015169223	0.799622518656981	0.82111978519501	0.362985703325616	0.574502878768088	0	0.61773567270753	0.781275784302403	0.852818745579723	0.761327599862609	0.682131978013519	0.757567033597498	0.88016712205562	0.735355240579108	0.807854960363418	0.65087576585676	0.930745279054964	0.917102449024367	0.816517530136476	0.778779005305983	0.781156489944454	0.892907510738995	0.892444212292932	0.890649221122564	0.867052089296423	0.820433888433026	0.825611991242241	0.884441930690714	0.891120436990155	0.862651661086408	0.899197818628091	0.917809635953329	0.894787622189325	0.79972969962414	0.636715257125235	0.677215194831082	0.862626165837414	0.897209293890938	0.856903906710589	0.890659395045014	0.895620246525046	0.909356067019225	0.966630280267639	0.962149931705837	0.954269228396021	0.872749244668444	0.831751402257981	0.832148197023206	0.889674022073542	0.824791768260513	0.859670203835082	0.765227854679694	0.807823324991842	0.794125738392281	0.837471817696495	0.838180472818553	0.876361728198193	0.947604310616922	0.905293513123411	0.94569740385414	0.837667731573237	0.796141737294915	0.815884372486131	0.773971299360236	0.75319754478551	0.795197802349812	0.709647828657402	0.734247528967839	0.735686547153145	0.736846916563636	0.831297021214347	0.85716512426066	0.823087407425981	0.854267298027464	0.901376229269467	0.933897469734934	0.89222699823383	0.931409271908537	0.898550817386978	0.923375181953449	0.863537155808658	0.860280568454583	0.864470519824213	0.927092593484346	0.920248144815247	0.938181409463864	0.934003098031376	0.925779945948576	0.920073698123052	0.923164748386499	0.919213310543918	0.926987692215771	0.904655871053183	0.866454257671901	0.879299037006758	0.846508810710227	0.808403052119449	0.796065306493813	0.916255854678415	0.888433491551645	0.922423866034262	0.893807734937858	0.808432850251985	0.922009868743912
"LDD10RIBR1"	0.873941259099799	0.899570378339609	0.883092645845682	0.481702791404284	0.767789300188689	0.762391998743258	0.618465644406127	0.796707001224017	0.730005514956808	0.813124036412881	0.774153903819198	0.743341526371902	0.754661359092548	0.675638346461314	0.601836305609193	0.835278333944513	0.794073092841485	0.845409410831593	0.755159427264603	0.653029022259792	0.727218408765205	0.465785692700022	0.532926333748866	0.663600893509773	0.67707693773947	0.862740219057493	0.61773567270753	0	0.461044942189594	0.428801631335573	0.724442051313897	0.618981678623943	0.705855220489813	0.800657189729204	0.668599021729613	0.73714849876209	0.620281235557509	0.912228373759554	0.859973994304119	0.83545137585747	0.681504864905675	0.833679398079598	0.845234426545087	0.824061487581255	0.851483295184879	0.834942059658804	0.755074327096031	0.811495339727138	0.80489799296157	0.848159961598457	0.777941168198423	0.896206067260786	0.909470822367646	0.88733413239828	0.842244266376672	0.798083291060071	0.803485918500529	0.786182836541028	0.815885094718029	0.80742731981248	0.814311125419875	0.820719604940006	0.853701982345676	0.957020125016216	0.959007384933311	0.949830183979514	0.697389610985318	0.710408378115918	0.743599209523593	0.84557156563463	0.796699398244764	0.823890131621753	0.871621947470273	0.749691108440671	0.782590197934646	0.79494114098114	0.801602409170648	0.817716511573403	0.944329291811306	0.891517617520196	0.941663386134059	0.817937277091923	0.726143793926995	0.736555924294636	0.716936485540013	0.579085224824552	0.629467328233578	0.760132583207083	0.745498661611194	0.770326965394493	0.40291412049489	0.459736071662115	0.476412807982507	0.759507818704328	0.802506215770904	0.848535921554412	0.92137920224417	0.885487758449568	0.921729211947086	0.84025440432229	0.873389279508607	0.919126917747899	0.86615569633698	0.889058493953599	0.858805039352525	0.855711442194024	0.876727010458315	0.884669176976869	0.881549220010759	0.881115208998321	0.894883239363328	0.836890662375464	0.866058414668199	0.856912555241686	0.834622456328473	0.825318452325179	0.856394887164118	0.82694546795144	0.828072754069219	0.84875287360936	0.840121325688156	0.855491184174365	0.818532185530656	0.777375683974571	0.860667397727932
"LDD10RIBR2"	0.840484387337156	0.865062998608337	0.852060263758376	0.534881904932412	0.761069597997174	0.748810290581023	0.808197031774057	0.905264442987609	0.809848703533664	0.779328145618476	0.747300668444129	0.710477306522409	0.796512962650029	0.777381942960354	0.792395545096483	0.846419450871647	0.74953625634466	0.855617910863987	0.737619149948551	0.660153197830435	0.715891383707418	0.520057016670479	0.527961692693557	0.732049364672513	0.788605713867215	0.832306972521897	0.781275784302403	0.461044942189594	0	0.447809628826994	0.778901008212365	0.753588772368022	0.759240723432779	0.767267291467309	0.785225938488023	0.742918950434723	0.807115933295355	0.905879663253976	0.841071238498649	0.839112149617247	0.663648634883689	0.835741576906166	0.823707133075363	0.793382460582446	0.829366797919653	0.823304627134029	0.768687261416779	0.800955258092617	0.762851833165757	0.838863132322029	0.744661570244687	0.83609863862165	0.862201148509584	0.834100290112231	0.815722964255501	0.777079625711322	0.77484946525935	0.725938938301358	0.751225277443095	0.793258619403449	0.765753635174874	0.770370736439559	0.83003583816628	0.937472157029552	0.940043321552271	0.930534955816659	0.645625375169707	0.681636280419587	0.747585404225053	0.853176073795897	0.830009324625251	0.832937215453538	0.847399847899301	0.735339579525586	0.783066250680591	0.843065570375072	0.812474470459488	0.815108843745874	0.898044382171005	0.878255113869232	0.888991681506977	0.813826414565505	0.742259084923494	0.744924177586109	0.677093314096032	0.533687213370327	0.612853283467713	0.733650167760612	0.73073676633551	0.739038669029031	0.43898204546613	0.440000872894714	0.471585975955316	0.772517049955066	0.797742958987903	0.83883467485514	0.893423285174257	0.870229738310591	0.906095464961221	0.815135984546826	0.851788275977754	0.915342100464393	0.86674518015026	0.887664043716387	0.828494708300537	0.798074752024133	0.840436136102581	0.832431012818036	0.843033876156211	0.807199598946698	0.873816182409072	0.801082023731127	0.849674062045612	0.771715633331046	0.75014640736443	0.761339210982191	0.832530977277923	0.789370363917282	0.799805274920142	0.793793796312676	0.770328684116969	0.795371887281235	0.79317424257838	0.824814542008254	0.790197425393092
"LDD10RIBR3"	0.833249812008406	0.862139682180626	0.844643462854828	0.451387506753589	0.720996368708861	0.758100068294	0.769505166659264	0.898940795681451	0.792470654018036	0.837701648658255	0.821518208325347	0.778310753842112	0.754973125271719	0.737019730048369	0.790307168721878	0.843385020410252	0.731614509388613	0.852974337819519	0.724622847316946	0.690499397180124	0.678023654810521	0.506028814734932	0.559032053459861	0.717320871133604	0.823206946623411	0.869547147738356	0.852818745579723	0.428801631335573	0.447809628826994	0	0.737384181855382	0.712005171167899	0.719282467460834	0.775186607613443	0.75079497622171	0.731412304650644	0.771130396334599	0.901928448635256	0.809235279095684	0.831484559990456	0.660082801483254	0.839826617872518	0.808264381246261	0.7765651588545	0.826988969515131	0.807022975600654	0.766972476282232	0.810649082542404	0.750405960824876	0.833906926557995	0.714807098201991	0.871100255656685	0.882443973327296	0.858583926826737	0.841373088712324	0.825592326588737	0.791071995703632	0.710548759255989	0.753915728440116	0.786197367128439	0.743879668654259	0.756599230319666	0.822363203839733	0.947267923067509	0.950543087132215	0.939246446164259	0.64181632855461	0.672544703621147	0.751859194426031	0.83566956398262	0.815056794230132	0.811564683392099	0.907115633426259	0.776741385834986	0.818626880331531	0.837742316250114	0.794414256865207	0.780600997061597	0.918806218385581	0.875285262243689	0.920274608711304	0.827418870838684	0.720705052850207	0.726365584725424	0.740315592408478	0.606862674951411	0.59949649491348	0.794123421847396	0.759720887514382	0.805005008701318	0.450514542215687	0.422113762527202	0.445730169524654	0.745175749723769	0.755198434261352	0.807749675468192	0.905763828863645	0.882943821670053	0.908990944335626	0.799469974413442	0.855883765641346	0.921253382337538	0.8538748101108	0.894284333548033	0.815581983004473	0.811664640457672	0.828393280814784	0.829480436914319	0.828099517282491	0.870263484856062	0.886474757501519	0.795370509154629	0.860358079659255	0.789256680878705	0.767339014927598	0.759803622681789	0.830324463957459	0.804433527051991	0.805268435754342	0.78648000714371	0.808208712108341	0.787444777494782	0.811860879434368	0.831823323503767	0.827385656136667
"LDD10SBMR1"	0.821048201909095	0.862763002496599	0.81975038456746	0.66578495452355	0.509519564348088	0.789244083041098	0.67027085364926	0.737319904520069	0.636651210413605	0.878204050579647	0.839153172092053	0.873988285308098	0.483656968098684	0.440061558637849	0.646909271533028	0.842645309696766	0.622399962830928	0.846790470436072	0.683266589792046	0.672919680945886	0.599884223554333	0.727893210423498	0.701777454948512	0.844010523295391	0.789930255439395	0.896986018996099	0.761327599862609	0.724442051313897	0.778901008212365	0.737384181855382	0	0.280245382800219	0.145649293614897	0.740950783704422	0.480158050742945	0.554403459417065	0.622940875999931	0.909700985182225	0.674064957087965	0.815928744525231	0.771836703702567	0.836997720663581	0.781865767743977	0.748037051644457	0.816391191304447	0.64739613289505	0.537820361318956	0.736299567038638	0.751858016211357	0.852361661850247	0.661202581633871	0.904412660121925	0.910226372170025	0.847437797103958	0.800775789963007	0.825060325131529	0.726610814134896	0.551449708829027	0.61604374155152	0.694501400537818	0.640210104762181	0.667415836750961	0.639820974018599	0.967844768668179	0.965532018707666	0.955991058178307	0.720856803121233	0.711321255460524	0.771415633619339	0.670425189399729	0.544104409253129	0.640495782798209	0.890999082030576	0.840221925265443	0.890442350793942	0.791845796039185	0.593510079366342	0.602481021005393	0.952565249231301	0.896788046814739	0.947007043779337	0.847600710412613	0.587313037907529	0.62043635675619	0.835954085849901	0.859443001705267	0.735089301250485	0.892067214835248	0.868359041730799	0.923676997192176	0.713382881105082	0.788691564517645	0.814761506464756	0.494388511736118	0.566280921818929	0.634001702285915	0.930118733926881	0.890507506062522	0.926028826294317	0.77640860515431	0.879425857384302	0.91149323181863	0.821844447500794	0.883665993153816	0.690016033446934	0.779588831399006	0.713451734912021	0.853774623833518	0.808637588047346	0.906956688320664	0.895996022568102	0.78680455616399	0.885425617706269	0.76345188093704	0.750598169945643	0.71521832868707	0.729538581934464	0.786245153483699	0.703894800962884	0.712549968838212	0.866660970203547	0.809150796552651	0.811774740981797	0.695104405719641	0.844437908020268
"LDD10SBMR2"	0.810626981831135	0.858854645566209	0.803904650798251	0.652436883772581	0.485423225922818	0.769208825955068	0.58694159414116	0.785696926756212	0.702853328765393	0.853531332306818	0.821517128576	0.833616897100572	0.532373823531694	0.457397812556676	0.588304104355289	0.846377831501139	0.617427942818797	0.850435677252496	0.666144248331845	0.659557889229389	0.560582026566283	0.704869998609576	0.680121235294465	0.819607342507381	0.687942441419122	0.877386770281958	0.682131978013519	0.618981678623943	0.753588772368022	0.712005171167899	0.280245382800219	0	0.23326855585678	0.745585268955003	0.413246917937973	0.588157950389261	0.549308845870938	0.91460027076117	0.672637419468149	0.811851633892316	0.753079953551431	0.82839536701844	0.781824872830566	0.746752191544458	0.815795690011634	0.60976365700725	0.570885550814356	0.74309046061568	0.748842142123559	0.854323966092272	0.638312612168672	0.909944475065841	0.914862087143758	0.851410978923125	0.810169900702487	0.832548895280589	0.732704672975881	0.511918100860785	0.599177649340372	0.695240320324142	0.641221866003792	0.662793723598881	0.755578206313644	0.970621155164808	0.968592110528202	0.958854036085898	0.699518187816406	0.685422703642664	0.751155529783894	0.586141551617233	0.595778732091809	0.59100585392815	0.883769002931457	0.819095669002858	0.864465769272184	0.790860541580178	0.604489818225113	0.515402852574565	0.956623240162635	0.901019822849923	0.945523459909586	0.82455277505549	0.496583955604861	0.526611843286961	0.812989363009464	0.831965549654258	0.709566333799739	0.875515625046007	0.848976705267551	0.900023867656292	0.723921142171396	0.766751531102598	0.789576780322657	0.402951793563568	0.52481096167126	0.623835019065849	0.936752961500406	0.89384895246106	0.925226551417325	0.775969922220476	0.878467293637919	0.91367941303497	0.827549391089885	0.885201000916607	0.622456310348875	0.781975040257813	0.687263666403414	0.857112712955237	0.812371958042249	0.906421087504323	0.90121218439718	0.793004824725338	0.887727510091894	0.768313397968969	0.754815548508228	0.713627787411716	0.733593643767026	0.792542287083353	0.705336182741395	0.712185213119234	0.872166439089914	0.809557551449094	0.821479926091776	0.761339939141148	0.849794508219429
"LDD10SBMR3"	0.818116344740975	0.866556528423354	0.811562265420454	0.654435215914088	0.505817162418811	0.775815319300214	0.673550981213913	0.734436792577013	0.632200091779819	0.862789392428785	0.827554973037199	0.816394923505043	0.485799365245133	0.430934440092361	0.648673048021495	0.847590167293834	0.625473715870508	0.850868210159601	0.67420870663505	0.641282840259898	0.570805347671153	0.709398034752837	0.68381762470695	0.829291370765356	0.774448646939726	0.883251277340778	0.757567033597498	0.705855220489813	0.759240723432779	0.719282467460834	0.145649293614897	0.23326855585678	0	0.742206586360404	0.494667031901222	0.555899469262999	0.587462072506705	0.910353436252224	0.675687046629139	0.81000147366	0.754370898841767	0.827390218706047	0.786848610506826	0.75213409984199	0.822120225510658	0.636707697904926	0.567419877669882	0.706148754228148	0.748693279749186	0.851840369804711	0.631367821072384	0.908888388077375	0.913058782576349	0.851627435665313	0.806157686729875	0.82946946167857	0.734909351111676	0.55492673645044	0.634377024146102	0.69943502849575	0.643940536292759	0.665707275771705	0.672150121662768	0.968987708695675	0.966620611829138	0.958464217063457	0.705101036503298	0.696073788908816	0.753390511075068	0.663673632724051	0.549607166402925	0.633082924619527	0.87702990897917	0.823459866271457	0.871979292354301	0.795804992453155	0.594368040347289	0.598504051855531	0.953290170083513	0.898450310739418	0.947871458645982	0.834643470197931	0.561852546651044	0.596981091820679	0.817460123326964	0.83986075040061	0.719741748714127	0.883334772497478	0.85440872081426	0.904194518022113	0.691314499933941	0.771368407471915	0.793736764462936	0.44879267828766	0.501215828099631	0.607890084401298	0.93274460686482	0.892164182634008	0.926660534954405	0.776786545695254	0.880644270603637	0.909297139208906	0.825798591765707	0.886251367388541	0.681400565871842	0.784774272303166	0.705237416777875	0.852638081177084	0.80989137687592	0.910152507417544	0.895329554179917	0.789054202887583	0.882001743437351	0.765347419406307	0.752801466920679	0.719218905480487	0.739839863425457	0.787258577794786	0.710202021478177	0.715578876150867	0.868720707395089	0.812539904238648	0.822642150577776	0.684839809778652	0.846442738262737
"LDD5CF70R1"	0.58526265378647	0.560105589672104	0.593176291560046	0.728363294729557	0.686729143489023	0.763795990335861	0.745849643140776	0.837302307703156	0.758573461912544	0.899867640873884	0.884857062431651	0.89135212592565	0.665388038905156	0.693822260608518	0.654316388738813	0.7749824042966	0.565141049307559	0.79621887049207	0.789576357813359	0.767658783364154	0.742212540148582	0.767608599322116	0.784067599648352	0.881676923786099	0.873361231370524	0.951585165526374	0.88016712205562	0.800657189729204	0.767267291467309	0.775186607613443	0.740950783704422	0.745585268955003	0.742206586360404	0	0.65723906487021	0.318140770613234	0.728202925411123	0.826828340606427	0.777852198549575	0.847988058395942	0.825858669580178	0.832854409781329	0.62184327420079	0.615044627896791	0.659282695623795	0.608318550298592	0.597446853384185	0.527729647503298	0.67789241761089	0.801969147449246	0.661333656000305	0.610107993982282	0.683600872503894	0.656788593696752	0.80562084970629	0.844478424591578	0.753399341070341	0.440090476838245	0.356342006188295	0.277449946420427	0.641719530134262	0.65241170912686	0.740656501068937	0.589778378635574	0.876431239629809	0.618158298434694	0.772912458770072	0.801109532143987	0.797743526320745	0.808266590603724	0.775855354890042	0.784387308665229	0.92278968353653	0.834337109270213	0.929690488466866	0.766563905773041	0.762292526464752	0.749021563572853	0.815715757273999	0.789959374048648	0.838777684126165	0.870890313456204	0.77089581526598	0.817631637173696	0.851490215643267	0.883241697942316	0.820032383493846	0.918106288101987	0.895685172211193	0.949003098660014	0.774036883547451	0.774017872214318	0.791777734302047	0.806862898167169	0.776226598677454	0.840342261205413	0.324723781049346	0.328685691646772	0.870269574574052	0.756313004113067	0.819600421922861	0.91066895099915	0.805019953232527	0.893697770162375	0.684765002151887	0.537020235483972	0.610361604503093	0.659501486571877	0.663546639660099	0.49654634754814	0.799168807971628	0.74354078279295	0.788292049321778	0.606762502670341	0.650266098687397	0.708962637344657	0.868439089426215	0.83917368895938	0.836165605318609	0.440359235414625	0.55264561314059	0.499779726058288	0.666587005043953	0.572288197864228	0.603279792895605
"LDD5CF70R2"	0.751463413816218	0.788802608244469	0.742729662558304	0.648377405501668	0.483189022077055	0.784679270787524	0.537129650183461	0.705362132251645	0.639082231648495	0.886230001357186	0.887366900217905	0.878814416722429	0.46708208607516	0.50845479703899	0.509800517144571	0.736564062905001	0.524608913578801	0.761843598571462	0.694042766033143	0.658997659886853	0.649124236124882	0.736840922358492	0.724669553926333	0.878578664710627	0.751993017493191	0.950379705134025	0.735355240579108	0.668599021729613	0.785225938488023	0.75079497622171	0.480158050742945	0.413246917937973	0.494667031901222	0.65723906487021	0	0.47052310669153	0.448197560709844	0.832962594257568	0.652202185064047	0.798237202084022	0.803167843987917	0.796023588758452	0.692116667514975	0.667529264183098	0.700886670406414	0.435562997273237	0.280241255080485	0.644343925652886	0.679161194817166	0.761317951651781	0.616164330778476	0.814114024711004	0.809512798109161	0.749525843766257	0.760679648465257	0.840570982235834	0.64960778875497	0.416890732204064	0.534739872452283	0.598151523192814	0.553878529957084	0.581443792298496	0.734565160565864	0.894845319297491	0.888335880153279	0.880903280759776	0.761776982707216	0.681155431328123	0.785679787743393	0.697558089592585	0.644833919829706	0.691859978960331	0.922329828986749	0.816460646654425	0.926335710594452	0.743907226881263	0.647606269699293	0.672746816200177	0.861467554808696	0.82005935277288	0.859611237545364	0.867483615601246	0.674222260248417	0.741249343013763	0.851888316770804	0.888099648917176	0.76444063108894	0.91460123575229	0.886617476577626	0.932704256510399	0.75372137745975	0.789610517941643	0.839026570433724	0.735740920362868	0.673698470188204	0.788453935033072	0.854837678399923	0.858380290688676	0.888222701705697	0.662574003397832	0.846863955989944	0.912156290828623	0.799083353815986	0.89114092391048	0.737665788978412	0.730617348094863	0.734497004275726	0.764277166425409	0.755670544945949	0.818724067115308	0.820214622713094	0.724164938641025	0.802519162747342	0.729713917738127	0.712847671171411	0.696731538883725	0.815805141761631	0.79424014663963	0.775965538073559	0.735821594811529	0.775209484677987	0.737424853428007	0.735004262129285	0.657210967423807	0.754935729681993
